criticita,progetto,regione,provincia,comune,multicomune,gestore,strada,prog_ini,prog_fin,livello,criticita_descrizione,criticita_classe,criticita_funz_strada,criticita_opera,criticita_danno,intervento_prima_fase_descrizione,intervento_prima_fase_categoria,intervento_prima_fase_titolo,intervento_prima_fase_importo_investimenti,intervento_prima_fase_tempi_progetto,intervento_prima_fase_tempi_lavori,intervento_prima_fase_prorita,intervento_seconda_fase_descrizione,intervento_seconda_fase_categoria,intervento_seconda_fase_titolo,intervento_seconda_fase_importo_investimenti,intervento_seconda_fase_tempi_progetto,intervento_seconda_fase_tempi_lavori,intervento_seconda_fase_prorita,importo_complessivo,finanziamento,fondi_da_programmare
SSAP0319,,Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,11.55,14.31,1,"danneggiamento del muro andatore del
viadotto Tufo",Viabilità interrotta,Chiusa,"Opere
complementari","Lesionamento del paraghiaia verso valle
lato umbro per un’altezza di circa 1,60 m
e una larghezza di 1,40 m per effetto
“martellamento” del paraghiaia stesso
contro il muro di sottoscarpa presente a
tergo;
Lesionamento della porzione terminale
del cordolo di coronamento del muro di
sottoscarpa per una lunghezza di circa
3,20 m;
Conseguente rotazione parziale del
muro andatore verso valle di circa 3°;
Abbassamento della sede stradale di
circa 30 cm in adiacenza al lato umbro
del paraghiaia, per una lunghezza
longitudinale di circa 15 m.","Demolizione della struttura stradale a
tergo della spalla lato umbro in
corrispondenza del tratto interessato
dall’abbassamento per una lunghezza di
circa 7,00 m e per tutta l’estensione
della spalla;
Scarifica della porzione di conglomerati
bituminosi di approccio alla spalla ed
asportazione del materiale di
riempimento dissestato per un’altezza di
circa 3,50 m;
Riempimento dello scavo a tergo delle
spalle con misto cementato fino a quota
usura esistente, al fine di riattivare la
circolazione stradale su tutta la
carreggiata e permettere la fruibilità
dell’opera per il passaggio dei mezzi di",Interventi di ripristino della viabilità interrotta,"S.S. 685 ‐  lavori di s.u. per il ripristino
del corpo stradale e consolidamento del
muro andatore danneggiato a seguito
dell'evento sismico del 24/08/2016, in
adiacenza alla spalla lato umbro del
viadotto ""tufo"" posto al km 4+630","218.503,00",30,,1,,,,,,,,"218.503,00","218.503,00",
SSAP0325,,Marche,"Ascoli
Piceno",Arquata del Tronto,,Anas,SS685,7.26,10.59,1,Danneggiamento Galleria Cesaronica,Viabilità interrotta,Chiusa,Opere d'arte,"Distacchi delle parti di calcestruzzo in
calotta, già interessate dai fenomeni
fessurativi, mettendo a nudo ferri di
armatura e presentando ampie porzioni
di copri ferro in condizioni di instabilità
cau‐sando una situazione di strema
pericolosità.
Il dissesto riscontrato è concentrato nel
lato della carreggiata direzione Norcia
per un’estensione concentrata tra le reni
e la chiave dell’arco.
3 ‐ Lo spessore espulso è mediamente di
6 cm e risultano visibili i ferri inferiori
dell’arco aventi diametro di 22 mm e
passo di circa 15 cm.
4 ‐ In alcune zone è stato riscontrata la
presenza di una fessura orizzontale
profonda mediamente 30 cm, che
evidenzia un ulteriore distacco,
presumibilmente da ricondurre a 2 fasi
di getto risalenti all’epoca della
costruzione, che il sisma del 24 agosto
ha notevolmente accentuato.","Asportazione tramite bocciardatura
meccanica e/o a mano delle parti di
calcestruzzo ammalorate;
Accurata pulizia di tutte le superfici
scoperte mediane soffiatura e lavaggio
con acqua in pressione se occorre;
Raddrizzatura e/o riposizionamento
delle armature Φ 22 mm;
Pulizia delle armature messe a nudo
mediante sabbiatura o spazzolatura
energica;
Passivazione dei ferri d’armatura
eseguita mediante l’applicazione di
idoneo prodotto inibitore di corrosione;
Pretrattamento delle superfici di
calcestruzzo scoperte mediante
soluzione acquosa di resine acrilico‐
viniliche stese a spruzzo o a pennello
(mano d’attacco) per garantire la
migliore aderenza con la nuova malta da
ripristino da applicare;
Applicazione di malta da ripristino
strutturale tixotropica fibrorinforzata;
Parziale ripristino dell’armatura
esistente;
• A maggiore garanzia per la
solidarizzazione con la porzione di
calcestruzzo superiore integra, con‐
siderando che l’armatura inferiore è",Interventi di ripristino della viabilità interrotta,"S.S. 685 ‐  lavori di s.u. per il ripristino
della volta della galleria cesaronica posta
dal km 6+086 al km 7+239 danneggiata a
seguito dell'evento sismico del
24/08/2016","225.253,00",30,,1,,,,,,,,"225.253,00","225.253,00",
SCAP0101,"C1AP01_E_
1701",Marche,"Ascoli
Piceno","Appignano
del Tronto",,"Comune di
Appignano",SC Carosi,,,3,"Cedimento corpo stradale della
circonvallazione Carosi nel centro
abitato di Appignano del Tronto. Strada
chiusa (Ord. Sind. N. 36 del 20.01.2017)
al momento unica via di accesso al",Viabilità interrotta,Chiusa,Corpo stradale,"Cedimento corpo stradale di valle con
coinvolgimento delle opere di
contenimento e pericolo di edifici
lesionati a monte della carreggiata","Realizzazione di palificata con
sovrastante cordolo in c.a., ripristino del
corpo stradale , posa di ringhiera di
protezione, ripristino delle opere
idrauliche.",Interventi di ripristino della viabilità interrotta,"SC Carosi ‐ Interventi di ripristino del
corpo stradale e delle opere di sostegno
a monte e a valle","517.825,00",20,40,3,,,,,,,,"517.825,00",,"517.825,00"
SPAP0101,"P1AP01_E_
1701",Marche,"Ascoli
Piceno","Acquasanta
terme",,"Provincia di
Ascoli
Piceno",SP119,1.15,1.02,2,"Pericolo caduta massi da frana a monte
e cedimento stradale per smottamento a
valle",Viabilità interrotta,Chiusa,"Opere
complementari","Dalla frana di monte si è distaccato del
materiale; mentre lo smottamento a
valle si è generato per una errata
regimentazione idraulica","Per la frana di monte si prevede
l'installazione di rete a contatto e
gabbionata al piede L.50ml H=1ml‐ Per
lo smottamento di valle si prevede un
muro a gabbioni, riprofilatura scarpata
con cordolo prefabbricato sul lato della
carreggiata per corretta di
regimentazione idraulica.",Interventi di ripristino della viabilità interrotta,"S.P. 119 ‐ Interventi di realizzazione di
opere di sostegno del corpo stradale a
prog. km 1+150","133.155,00",30,90,2,,,,,,,,"133.155,00",,"133.155,00"
SPAP0102,"P1AP01_E_
1701",Marche,"Ascoli
Piceno",Acquasanta Terme,,"Provincia di
Ascoli
Piceno",SP119,2.25,2.28,2,Pericolo caduta massi,Viabilità interrotta,Chiusa,"Barriere e
protezioni","presenza di blocchi a lato della
carreggiata, provenienti dal fronte in
frana","Disgaggio e individuazione dei massi
erranti e successiva installazione di rete
a contatto chiodata.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 119 ‐ Interventi di protezione
passiva del varsante dala caduta massi a
prog. km 1,85","112.442,00",5,60,2,,,,,,,,"112.442,00",,"112.442,00"
SPAP0103,"P1AP01_E_
1701",Marche,"Ascoli
Piceno",Acquasanta Terme,,"Provincia di
Ascoli
Piceno",SP119,2.35,2.45,2,"Pericola caduta materiale ""FINO"".",Viabilità interrotta,Chiusa,"Opere
complementari","non si riscontranno danni sostanziali
tuttavia continua a distaccarsi materiale
fino dal fronte franoso.","Realizzazione di un muro a gabbioni  e
rete corticale",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 119 ‐ Interventi di realizzazione  di
opere di sostegno e difesa a prog. km
2,35","118.360,00",30,75,2,,,,,,,,"118.360,00",,"118.360,00"
SPAP0104,"P1AP01_E_
1701",Marche,"Ascoli
Piceno",Acquasanta Terme,,"Provincia di
Ascoli
Piceno",SP119,3.38,3.45,2,"Pericolo caduta massi da fronte roccioso
prospiciente la strada",Viabilità interrotta,Chiusa,"Barriere e
protezioni",non si riscontranno danni significativi,"disgaggio e rimozione materiale (circa
50mc di materiale) e eventuale
installazione di rete a contatto",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 119 ‐ Interventi di suistemazione
locale del versante e protezione passiva
a prog. km 3,38","91.729,00",5,45,2,,,,,,,,"91.729,00",,"91.729,00"
SPAP0105,"P1AP01_E_
1701",Marche,"Ascoli
Piceno",Acquasanta Terme,,"Provincia di
Ascoli
Piceno",SP119,5.55,5.55,2,"Potenziale caduta massi dal versante di
monte",Viabilità interrotta,Chiusa,"Barriere e
protezioni","non si riscontranno danni significativi.
Versante a monte della strada (circa a
100mt), con parete rocciosa verticale.","necessarie verifiche puntuali al fine di
valutare il disgaggio con martinetti e rete
corticale con chiodature profonde",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 119 ‐ Interventi di verifica e
sistemazione locale del versante a prog.
km 5,55","22.193,00",5,15,2,,,,,,,,"22.193,00",,"22.193,00"
SPAP0106,"P1AP01_E_
1701",Marche,"Ascoli
Piceno",Acquasanta Terme,,"Provincia di
Ascoli
Piceno",SP119,7.25,7.35,2,"Potenziale caduta massi dal versante di
monte",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Non si riscontrano danni significativi. La
stada consteggia una parete rocciosa.","necessarie verifiche su intero tratto al
fine di individuare eventuali massi
distaccati. L'eventuale disgaggio interssa
una  superficie di 100ml x 100ml.
Sostituzione barriere per 30 ml",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 119 ‐ Interventi di verifica e
sistemazione locale del versante a prog.
km 6,85","22.193,00",5,15,2,,,,,,,,"22.193,00",,"22.193,00"
SPAP0107,"P1AP01_E_
1701",Marche,"Ascoli
Piceno",Acquasanta Terme,,"Provincia di
Ascoli
Piceno",SP119,7.13,7.02,2,Pericolo caduta massi dal fronte roccioso,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Pericolo di caduta massi provenienti da
parete rocciosa prospiciente la strda. Si
individuano lesioni sulla parerte rocciosa","Disgaggio per una superficie di almeno
70 ml per 100 ml di altezza. Il 50% della
superfie necessita di rete a contatto con
chiodature profonde. Sara necessario
inoltre sostiture le barriere per almeno
40ml.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 119 ‐ Interventi di ripristino di Reti
paramassi a prog. km 7,13","362.478,00",10,30,2,,,,,,,,"362.478,00",,"362.478,00"
SPAP0108,"P1AP01_E_
1701",Marche,"Ascoli
Piceno",Acquasanta Terme,,"Provincia di
Ascoli
Piceno",SP119,7.25,11.25,2,Cedimento stradale per erosione di valle,Viabilità interrotta,Chiusa,"Opere
complementari","Erosione della scarpata a causa di una
errata regimentazione idraulica","Realizzazione di un muro a gabbioni alla
base della scarpata con corretta
regimentazione idraulica",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 119 ‐ Interventi di ripristino di Opere
di sostegno a prog. km 7,25","22.488,00",15,30,2,,,,,,,,"22.488,00",,"22.488,00"
SPAP0201,"P1AP02_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,7.02,7.02,1,"Viabilità interrotta per caduta massi Km
7+200 della S.P. 129 (AP)",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Dissesti in localita Tufo; presenza di
masso ciclopico sulla carreggiata
proveniente da uno sperone roccioso
ubicato 100 m più in alto, sfondamento
del piano viabile e danni ai muretti di
margine","Bonifica del costone (pulizia, taglio di
piante e rovi, ecc.) e disgaggio dei massi
pericolanti; demolizione di spuntoni;
rafforzamento corticale per ca 800 mq;
chiodature per ancoraggio massi
instabili; barriera paramassi della
lunghezza di circa 50 m; ripristino piano
viabile e muretti laterali.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di stabilizzazione dei
versanti a prog. km 7+200","414.260,00",30,60,1,,,,,,,,"414.260,00",,"414.260,00"
SPAP0202,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,7,7,1,Ripristino scarpata rilevato stradale,Viabilità interrotta,Chiusa,Corpo stradale,"Dissesti in localita Tufo; frana della
scarpata stradale lato valle per una
lunghezza di ca 20 m ed un’altezza di 3
m circa","realizzazione di un muro in gabbioni per
il sostegno del rilevato stradale;
fornitura e posa in opera di barriera di
sicurezza.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino di corpo
stradale a prog. km 7+000","56.221,00",5,20,1,,,,,,,,"56.221,00",,"56.221,00"
SPAP0203,"P1AP02_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,7.25,6.09,1,"Protezione del piano viabile dalla caduta
massi",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Dissesti in localita Tufo; presenza di
massi sulla carreggiata e di una lesione
sulla pavimentazione","Bonifica del versante a monte della
strada (pulizia, taglio di piante e rovi,
ecc.) e disgaggio dei massi pericolanti;
rafforzamento corticale per circa 1500
mq.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di sistemazione
locale del versante e protezione passiva
a prog. km 6+850","340.285,00",10,30,1,"Risagomatura e rifacimento della
pavimentazione stradale; ripristino
opere di regimazione idraulica.",B,"S.P. 129 ‐ Interventi di ripristino di corpo
stradale a prog. km 6+850","271.500,00",5,20,1,"355.080,00",,"355.080,00"
SPAP0204,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,7.17,7.21,1,"Ripristino muro di sottoscarpa al Km
6+770 della S.P. 129 Trisungo ‐ Tufo (AP)",Viabilità interrotta,Chiusa,Corpo stradale,"Dissesti in localita Tufo; crollo parziale
del muro di sottoscarpa in pietra a secco","rifacimento del muro di sottoscarpa con
gabbionate, per una lunghezza di ca 40
m ed un’altezza di ca 4 m; parziale
rifacimento del rilevato stradale",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino di Corpo
stradale a prog. km 6+770","71.016,00",15,20,1,,,,,,,,"71.016,00",,"71.016,00"
SPAP0205,"P1AP02_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,6.45,6.05,1,"Protezione del piano viabile dalla caduta
massi",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Dissesti in localita Tufo; presenza di
massi lungo la carreggiata e
danneggiamento barriera di sicurezza","bonifica del costone (pulizia, taglio di
piante e rovi, ecc.) e disgaggio dei massi
pericolanti; rafforzamento corticale per
ca 1000 mq; riparazione barriera di
sicurezza.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino di
Stabilizzazione versanti a prog. km 6,45","214.528,00",30,60,1,,,,,,,,"214.528,00",,"214.528,00"
SPAP0206,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,6.01,6.03,1,"Ripristino muro di controripa e piano
viabile dal Km 6+100 al Km 6+300 della
S.P. 129 Trisungo ‐ Tufo (AP)",Viabilità interrotta,Chiusa,"Opere
complementari","Dissesti in localita Tufo; crollo parziale
del muro di controripa ed accumulo del
materiale a margine del piano viabile;
abbassamento del piano stradale di ca
20 cm e lesioni longitudinali; cedimento
della banchina in terra, compresa la
barriera di sicurezza.","rifacimento di tre tratti di muro in pietra
di lunghezza 10 , 12 e 5 m, e di altezza 2
m ca; interventi locali di risagomatura
per circa 500 mq e completamento con
pavimentazione bituminosa per una
superficie di ca 200 x 6,50 m; ripristino
barriera di sicurezza e spostamento in
avanti della stessa.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 129 ‐ Interventi di ripristino del
corpo stradale e delle opere di sostegno
a prog. km 6+100","59.180,00",10,30,1,,,,,,,,"59.180,00",,"59.180,00"
SPAP0207,"P1AP02_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,6.15,6.25,1,"Protezione dalla caduta massi e
ripristino del piano viabile dal Km 5+750
al Km 5+850 della S.P. 129 Trisungo ‐
Tufo (AP)",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Dissesti in localita Tufo; presenza di
massi lungo la carreggiata, accumuli di
massi a monte della strada trattenuti
dalla vegetazione, lesioni longitudinali
del piano viabile e abbassamento dello
stesso lato valle.","Bonifica del costone (pulizia, taglio di
piante e rovi, ecc.) e disgaggio dei massi
pericolanti; rafforzamento corticale di
pareti rocciose per ca 500 mq.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di stabilizzazione dei
versanti e ripristino del corpo stradale
a prog. km 5+750","118.360,00",15,30,1,,,,,,,,"118.360,00",,"118.360,00"
SPAP0208,"P1AP02_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,5.55,6.05,1,"Protezione dalla caduta massi e
ripristino del piano viabile dal Km 5+550
al Km 5+650 della S.P. 129 Trisungo ‐
Tufo (AP)",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Dissesti in localita Tufo; presenza di
massi a valle della strada, sfondamento
del p.v. e demolizione della barriera di
sicurezza.","bonifica del costone di monte (pulizia,
taglio di piante e rovi, ecc.) e disgaggio
dei massi pericolanti; installazione di
barriera paramassi per ca 80 m;
installazione di nuova barriera stradale
per ca 100 m; ripristino pavimentazione",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di stabilizzazione dei
versanti e ripristino del corpo stradale
a prog. km 5+550","251.515,00",30,60,1,,,,,,,,"251.515,00",,"251.515,00"
SPAP0209,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,5.02,5.25,1,"Ripristino muro di sostegno al Km 5+200
della S.P. 129 Trisungo ‐ Tufo (AP)",Viabilità interrotta,Chiusa,"Opere
complementari","Dissesti in localita Tufo; crollo parziale
del muro ed accumulo di macerie a
margine della carreggiata; sul muro
oggetto di intervento grava una parte di
una chiesa a forte rischio di crollo. La
strada potrà essere riaperta al traffico
solo dopo la messa in sicurezza di tale
edificio da parte del Soggetto attuatore
competente.","Ripristino del muro in pietra per
complessivi 60 mq circa e riprofilatura
scarpata.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino di opere
di sostegno a prog. km 5+200","26.631,00",5,20,1,,,,,,,,"26.631,00",,"26.631,00"
SPAP0210,"P1AP02_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,5.35,5.05,1,"Protezione dalla caduta massi,
sistemazione frana a valle ed opere
accessorie dal Km 4+950 al Km 5+050
della S.P. 129 Trisungo ‐ Tufo (AP)",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Dissesti in localita Tufo; frana da monte
con accumulo di massi sulla carreggiata;
frana della scarpata di valle, che ha
interessato una porzione della
carreggiata; crollo del muro di
sottoscarpa in pietra per una lunghezza
di circa 25 m.","Bonifica del costone di monte (pulizia,
taglio di piante e rovi, ecc.) e disgaggio
dei massi pericolanti; rafforzamento
corticale per ca 900 mq; realizzazione
muro di sottoscarpa in gabbioni fondato
su pali per una lunghezza di ca 30 m;
ricostruzione del corpo stradale; opere
di regimazione idraulica; ricostruzione
barriera di sicurezza per ca 100 m.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐  Interventi di stabilizzazione
dei versanti e ripristino del corpo
stradale a prog. km 4,95","414.260,00",30,60,1,,,,,,,,"414.260,00",,"414.260,00"
SPAP0211,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,4.15,5.26,1,"Ripristino del piano viabile in tratti
saltuari dal Km 4+250 al Km 4+850 della
S.P. 129 Trisungo ‐ Tufo (AP)",Viabilità interrotta,Chiusa,Corpo stradale,"Abbassamento del piano viabile di circa
30 cm e lesioni sul corpo stadale e sul
rilevato di approccio al cavalcavia con
presenza di lesioni sul p.v.","Ripristino del corpo stradale comprese le
banchine; fresatura, risagomatura e
ripristino pavimentazione bituminosa
per una superficie di ca 9x40 mq",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino del
corpo stradale dalla prog. km 4+150 alla
prog. Km 4+900","29.590,00",5,20,1,,,,,,,,"29.590,00",,"29.590,00"
SPAP0212,"P1AP02_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,4.06,5.08,1,"Strada chiuse a seguito di danni
strutturali conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con
limitazioni",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Carreggiata parzialmente occupata e
danneggiata da massi e materiale sciolto
proveniente dal costone in frana","Bonifica del costone di monte (pulizia,
taglio di piante e rovi, ecc.) e disgaggio
dei massi pericolanti; pulizia e
riprofilatura della scarpata;
rafforzamento corticale per ca 900 mq;
rete tipo recinzione da installare sul
muro esistente; ripristino",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di stabilizzazione dei
versanti
realizzazione di difese passive a prog. km
4,6","192.335,00",10,30,1,,,,,,,,"192.335,00",,"192.335,00"
SPAP0213,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,4.32,4,1,"Tratto della S. P. 129 di penetrazione al
centro abitato di Pescara del Tronto
interessato da crolli (zona rossa). La
chiusura del tratto di strada  non
consente di raggiungere le frazioni di
Pescara del Tronto , Tufo e Capodacqua",Viabilità interrotta,Chiusa,Corpo stradale,"Ampie lesioni longitudinali sul p.v., crollo
di un tratto di muro di sottoscarpa in
pietra, deformazione delle ulteriori
opere di sostegno del rilevato stradale,
presenza di materiale sul p.v.
proveniente dalla scarpata di monte","Demolizione delle opere di sostegno a
valle fortemente deformate;
realizzazione paratia di pali per ca 30 m;
realizzazione muro di sottoscarpa in
gabbioni per ca 50 m; ricostruzione del
corpo stradale; risagomatura scarpata
lato monte e realizzazione di una
gabbionata al piede; ripristino p.v.;
opere di regimazione idrica",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino di del
corpo stradale a prog. km 3+900","503.030,00",30,90,1,,,,,,,,"503.030,00",,"503.030,00"
SPAP0214,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,2.08,2.09,1,"La chiusura del tratto di strada  non
consente di raggiungere le frazioni di
Pescara del Tronto , Tufo e Capodacqua",Viabilità interrotta,Chiusa,Corpo stradale,"Cedimento della corsia di valle di ca 30
cm con lesioni diffuse.","Ricostruzione del corpo stradale;
miglioramento regimazione idrica.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino del
corpo stradale a prog. km 2+800","29.590,00",15,30,1,,,,,,,,"29.590,00",,"29.590,00"
SPAP0215,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,2.03,2.03,1,"Muro di controripa alla progr. 2+300.
Presenza di pietrame in banchina,
proveniente dalla scarpata di monte.",Viabilità interrotta,Chiusa,"Opere
complementari",Dissesti al muro di controripa,"Riprofilatura della scarpata di monte e
realizzazione di un muro di controripa in
gabbioni.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino di opere
di sostegno a prog. km 2+300","29.590,00",10,30,1,,,,,,,,"29.590,00",,"29.590,00"
SPAP0216,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,2,2.01,1,"Attraversamento idraulico alla progr.
2+000 e protezione del piano viabile
dalla caduta massi",Viabilità interrotta,Chiusa,Corpo stradale,"Crollo dell’imbocco lato monte del
tombino esistente; abbassamento del
p.v. lato valle; presenza di massi in
banchina provenienti dalla scarpata di
monte.","Rimozione macerie tombino; ripristino
tombino mediante tubo in lamiera
ondulata di diametro 2 m e lunghezza 12
m; risagomatura pavimentazione
stradale per circa 120 mq; bonifica della
scarpata a monte (pulizia, taglio di
piante e rovi, ecc.) e disgaggio dei massi
pericolanti; rafforzamento corticale per
ca 800 mq; ripristino barriera di
sicurezza.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino in
corrispondenza dell'attraversamento
idraulico alla prog. km 2+000","177.540,00",30,60,1,,,,,,,,"177.540,00",,"177.540,00"
SPAP0217,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,1.08,1.09,1,Muretto al piede del versante di monte,Viabilità interrotta,Chiusa,Corpo stradale,"Lesione longitudinale in corrispondenza
della mezzeria della carreggiata, con
abbassamento del p.v. lato valle;
presenza di massi in banchina
provenienti dalla scarpata di monte.","Risagomatura pavimentazione stradale
per circa 250 mq; riprofilatura di un
tratto di ca 30 m della scarpata a monte
e realizzazione di un muro in gabbioni al
piede della stessa; bonifica dell’ulteriore
tratto di scarpata (pulizia, taglio di
piante e rovi, ecc.) e disgaggio dei massi
pericolanti; ripristino barriera di
sicurezza.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino del
corpo stradale a prog. km 1,8","88.770,00",15,30,1,,,,,,,,"88.770,00",,"88.770,00"
SPAP0218,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,1.52,2.04,1,"Scarpata di valle di un tratto a senso
unico alternato; sezione parzializzata a
causa dello scivolamento a valle di parte
della sede stadale.",Viabilità interrotta,Chiusa,Corpo stradale,"Frana della scarpata a valle, con
conseguente restringimento della
carreggiata a 4 m; lesione lungo la
mezzeria della carreggiata; crollo di
porzione di muro di sottoscarpa in
pietra; il tratto di strada a carreggiata
ristretta ha una lunghezza di circa 120","Realizzazione di un muro di sottoscarpa
in gabbioni per tutta la lunghezza del
tratto in frana; perlustrazione, bonifica,
pulizia, riprofilatura e rinforzo della
scarpata a monte; ripristino del corpo
stradale; fornitura e posa in opera di
barriera di sicurezza.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 129 ‐ Interventi di ripristino del
corpo stradale a prog. km 1+520","503.030,00",30,60,1,,,,,,,,"503.030,00",,"503.030,00"
SPAP0219,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,1.32,1.47,1,"Restringimento carreggiata da 10 m a 6,5
m, dissesti alla pavimetazione. Da
indagare le condizioni statiche del muro
di sostegno esistente",Viabilità interrotta,Chiusa,Corpo stradale,"La strada è sostenuta da un muro in
pietra dell’altezza di 5‐6 m. A seguito del
sisma la strada si è lesionata
longitudinalmente e si presenta
suddivisa in tre fasce di pari ampiezza. La
fascia più esterna (a ridosso del muro) si
è abbassata di 60 cm rispetto alla quota
originaria, quella centrale di 10 cm,
mentre quella più interna non ha subito
abbassamenti. I danni al muro di
sostegno sembrano limitati al distacco di
alcune pietre del rivestimento.","Accertamento, mediante indagini
geotecniche e strutturali, dello stato del
muro di sostegno (tale accertamento
deve essere eseguito prima di ogni atro
tipo di intervento).
Restringimento della carreggiata da 10 a
6,5 m; ripristino della pavimentazione
stradale, delle banchine e delle barriere
di sicurezza (intervento provvisorio per
riaprire al traffico in tempi brevi il tratto
di strada in questione).",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino del
corpo  stradale a prog. km 1+320","177.540,00",30,60,1,"Realizzazione di una paratia di pali a
tergo del muro esistente e ripristino del
corpo stradale.",B,"S.P. 129 ‐ Lavori di realizzazione di una
paratia a sostegno della sede stradale a
prog. km 1+320","64.010,00",30,120,1,"1.509.090,00",,"1.509.090,00"
